run_id,note,engine,mode,shards,server_threads,shard_io_threads,cores_used,server_cpus,client_cpus,client_threads,client_conns,pipeline,ratio,data_bytes,key_max,test_time,populate,rep,ops_per_sec,ops_per_core,p50_ms,p99_ms,p999_ms,hit_rate,hits_per_sec,misses_per_sec,conn_errors,kb_per_sec
20260901-083406,scale-48c,dragonfly,single,48,48,1,48,0-3,0-95,48,20,16,1:10,100,1000000,20,1,1,15503060.15,322980.42,0.879,2.399,3.311,1.0,14093668.69,0.0,0,2155037.86
20260901-083406,scale-48c,dragonfly,single,48,48,1,48,0-3,0-95,48,20,16,1:1,100,1000000,20,1,1,15512666.69,323180.56,0.895,2.127,2.831,1.0,7756328.25,0.0,0,2187359.91
20260901-083406,scale-48c,dragonfly,single,48,48,1,48,0-3,0-95,48,20,16,mget10,100,1000000,20,1,1,2367066.23,49313.88,5.855,12.351,13.631,1.0,23676906.09,0.0,0,6051223.07
20260901-083406,scale-48c,dragonfly,single,48,48,1,48,0-3,0-95,48,20,16,mset10,100,1000000,20,1,1,1341814.55,27954.47,10.943,17.151,21.247,,0.0,0.0,0,3430245.97
20260901-083406,scale-48c,dragonfly,single,48,48,1,48,0-3,0-95,48,20,16,1:10,100,1000000,20,1,2,15444256.64,321755.35,0.887,2.447,3.343,1.0,14040210.92,0.0,0,2146863.57
20260901-083406,scale-48c,dragonfly,single,48,48,1,48,0-3,0-95,48,20,16,1:1,100,1000000,20,1,2,15475981.16,322416.27,0.903,2.111,2.735,1.0,7737986.18,0.0,0,2182187.03
20260901-083406,scale-48c,dragonfly,single,48,48,1,48,0-3,0-95,48,20,16,mget10,100,1000000,20,1,2,2368553.37,49344.86,5.855,11.967,13.631,1.0,23691771.14,0.0,0,6055024.53
20260901-083406,scale-48c,dragonfly,single,48,48,1,48,0-3,0-95,48,20,16,mset10,100,1000000,20,1,2,1341796.99,27954.1,10.943,17.023,20.351,,0.0,0.0,0,3430201.01
20260901-083406,scale-48c,dragonfly,single,48,48,1,48,0-3,0-95,48,20,1,1:10,1024,1000000,20,1,1,2786612.72,58054.43,0.343,0.543,0.687,1.0,2533261.97,0.0,0,2904563.48
20260901-083406,scale-48c,dragonfly,single,48,48,1,48,0-3,0-95,48,20,1,1:1,1024,1000000,20,1,1,2740960.15,57103.34,0.351,0.535,0.679,1.0,1370467.83,0.0,0,2862453.54
20260901-083406,scale-48c,dragonfly,single,48,48,1,48,0-3,0-95,48,20,1,mget10,1024,1000000,20,1,1,436934.44,9102.8,2.191,2.879,3.135,1.0,4369344.37,0.0,0,9010824.3
20260901-083406,scale-48c,dragonfly,single,48,48,1,48,0-3,0-95,48,20,1,mset10,1024,1000000,20,1,1,439512.15,9156.5,1.647,2.351,240.639,,0.0,0.0,0,9063984.04
20260901-083406,scale-48c,dragonfly,single,48,48,1,48,0-3,0-95,48,20,1,1:10,1024,1000000,20,1,2,2749741.24,57286.28,0.343,0.551,0.695,1.0,2499743.46,0.0,0,2866131.24
20260901-083406,scale-48c,dragonfly,single,48,48,1,48,0-3,0-95,48,20,1,1:1,1024,1000000,20,1,2,2816963.48,58686.74,0.335,0.535,0.663,1.0,1408470.04,0.0,0,2941825.75
20260901-083406,scale-48c,dragonfly,single,48,48,1,48,0-3,0-95,48,20,1,mget10,1024,1000000,20,1,2,436930.65,9102.72,2.191,2.863,3.199,1.0,4369306.48,0.0,0,9010746.03
20260901-083406,scale-48c,dragonfly,single,48,48,1,48,0-3,0-95,48,20,1,mset10,1024,1000000,20,1,2,439204.13,9150.09,1.607,2.367,241.663,,0.0,0.0,0,9057631.76
20260901-083406,scale-48c,dragonfly,single,48,48,1,48,0-3,0-95,48,20,16,1:10,1024,1000000,20,1,1,4768058.28,99334.55,3.039,5.855,7.615,1.0,4334574.6,0.0,0,4969878.58
20260901-083406,scale-48c,dragonfly,single,48,48,1,48,0-3,0-95,48,20,16,1:1,1024,1000000,20,1,1,8266631.31,172221.49,1.655,6.463,11.903,1.0,4133291.7,0.0,0,8633050.49
20260901-083406,scale-48c,dragonfly,single,48,48,1,48,0-3,0-95,48,20,16,mget10,1024,1000000,20,1,1,439361.43,9153.36,25.471,224.255,585.727,1.0,4400812.41,0.0,0,9060875.77
20260901-083406,scale-48c,dragonfly,single,48,48,1,48,0-3,0-95,48,20,16,mset10,1024,1000000,20,1,1,436740.16,9098.75,11.711,671.743,3309.567,,0.0,0.0,0,9006817.97
20260901-083406,scale-48c,dragonfly,single,48,48,1,48,0-3,0-95,48,20,16,1:10,1024,1000000,20,1,2,4768201.42,99337.53,3.023,6.239,8.831,1.0,4334705.4,0.0,0,4970027.82
20260901-083406,scale-48c,dragonfly,single,48,48,1,48,0-3,0-95,48,20,16,1:1,1024,1000000,20,1,2,8259404.08,172070.92,1.679,5.695,9.471,1.0,4129678.19,0.0,0,8625502.84
20260901-083406,scale-48c,dragonfly,single,48,48,1,48,0-3,0-95,48,20,16,mget10,1024,1000000,20,1,2,443127.14,9231.82,15.359,487.423,1572.863,1.0,4438469.36,0.0,0,9138535.61
20260901-083406,scale-48c,dragonfly,single,48,48,1,48,0-3,0-95,48,20,16,mset10,1024,1000000,20,1,2,441806.48,9204.3,12.031,675.839,3325.951,,0.0,0.0,0,9111299.67
20260901-083406,scale-48c,redis,cluster,48,48,1,48,0-3,0-95,48,20,1,1:10,100,1000000,20,1,1,1431459.71,29822.08,10.431,17.407,29.183,1.0,1306616.68,0.0,0,198957.45
20260901-083406,scale-48c,redis,cluster,48,48,1,48,0-3,0-95,48,20,1,1:1,100,1000000,20,1,1,1226370.46,25549.38,11.839,27.263,39.423,1.0,619496.48,0.0,0,172893.28
20260901-083406,scale-48c,redis,cluster,48,48,1,48,0-3,0-95,48,20,1,1:10,100,1000000,20,1,2,1394079.86,29043.33,10.431,20.991,30.975,1.0,1270790.84,0.0,0,193770.43
20260901-083406,scale-48c,redis,cluster,48,48,1,48,0-3,0-95,48,20,1,1:1,100,1000000,20,1,2,1283722.62,26744.22,11.199,27.007,42.751,1.0,647949.62,0.0,0,180981.3
20260901-083406,scale-48c,redis,cluster,48,48,1,48,0-3,0-95,48,20,16,1:10,100,1000000,20,1,1,4522030.48,94208.97,86.527,138.239,144.383,1.0,4114609.48,0.0,0,628576.71
20260901-083406,scale-48c,redis,cluster,48,48,1,48,0-3,0-95,48,20,16,1:1,100,1000000,20,1,1,4525507.03,94281.4,85.503,141.311,154.623,1.0,2265071.96,0.0,0,638106.64
20260901-083406,scale-48c,redis,cluster,48,48,1,48,0-3,0-95,48,20,16,1:10,100,1000000,20,1,2,4635002.0,96562.54,81.407,138.239,156.671,1.0,4217300.32,0.0,0,644280.81
20260901-083406,scale-48c,redis,cluster,48,48,1,48,0-3,0-95,48,20,16,1:1,100,1000000,20,1,2,4472894.0,93185.29,84.991,150.527,183.295,1.0,2238506.69,0.0,0,630689.1
20260901-083406,scale-48c,redis,cluster,48,48,1,48,0-3,0-95,48,20,1,1:10,1024,1000000,20,1,1,1413203.42,29441.74,10.751,20.991,33.023,1.0,1288311.71,0.0,0,1473003.38
20260901-083406,scale-48c,redis,cluster,48,48,1,48,0-3,0-95,48,20,1,1:1,1024,1000000,20,1,1,1181406.13,24612.63,12.287,28.031,39.679,1.0,596716.07,0.0,0,1233742.72
20260901-083406,scale-48c,redis,cluster,48,48,1,48,0-3,0-95,48,20,1,1:10,1024,1000000,20,1,2,1440310.24,30006.46,10.367,20.863,30.975,1.0,1312854.38,0.0,0,1501258.08
20260901-083406,scale-48c,redis,cluster,48,48,1,48,0-3,0-95,48,20,1,1:1,1024,1000000,20,1,2,1217309.63,25360.62,11.583,29.567,41.983,1.0,614951.99,0.0,0,1271236.21
20260901-083406,scale-48c,redis,cluster,48,48,1,48,0-3,0-95,48,20,16,1:10,1024,1000000,20,1,1,3618940.23,75394.59,96.767,226.303,242.687,1.0,3292895.69,0.0,0,3772106.58
20260901-083406,scale-48c,redis,cluster,48,48,1,48,0-3,0-95,48,20,16,1:1,1024,1000000,20,1,1,3601825.31,75038.03,105.471,225.279,272.383,1.0,1802938.87,0.0,0,3761466.34
20260901-083406,scale-48c,redis,cluster,48,48,1,48,0-3,0-95,48,20,16,1:10,1024,1000000,20,1,2,3726987.55,77645.57,92.671,223.231,232.447,1.0,3390993.86,0.0,0,3884727.94
20260901-083406,scale-48c,redis,cluster,48,48,1,48,0-3,0-95,48,20,16,1:1,1024,1000000,20,1,2,3892914.13,81102.38,95.231,214.015,253.951,1.0,1948325.53,0.0,0,4065458.67
20260901-083406,scale-48c,valkey,cluster,48,48,1,48,0-3,0-95,48,20,1,1:10,100,1000000,20,1,1,1436802.25,29933.38,10.815,17.279,25.727,1.0,1313545.72,0.0,0,199689.87
20260901-083406,scale-48c,valkey,cluster,48,48,1,48,0-3,0-95,48,20,1,1:1,100,1000000,20,1,1,1236371.7,25757.74,11.711,28.031,40.703,1.0,624977.57,0.0,0,174301.16
20260901-083406,scale-48c,valkey,cluster,48,48,1,48,0-3,0-95,48,20,1,1:10,100,1000000,20,1,2,1478589.34,30803.94,9.983,19.711,32.383,1.0,1348025.74,0.0,0,205515.86
20260901-083406,scale-48c,valkey,cluster,48,48,1,48,0-3,0-95,48,20,1,1:1,100,1000000,20,1,2,1219128.87,25398.52,11.775,27.903,38.911,1.0,616125.82,0.0,0,171870.96
20260901-083406,scale-48c,valkey,cluster,48,48,1,48,0-3,0-95,48,20,16,1:10,100,1000000,20,1,1,4562773.75,95057.79,84.991,139.263,147.455,1.0,4152600.71,0.0,0,634235.93
20260901-083406,scale-48c,valkey,cluster,48,48,1,48,0-3,0-95,48,20,16,1:1,100,1000000,20,1,1,4487708.98,93493.94,84.991,145.407,162.815,1.0,2246553.0,0.0,0,632775.11
20260901-083406,scale-48c,valkey,cluster,48,48,1,48,0-3,0-95,48,20,16,1:10,100,1000000,20,1,2,4430904.46,92310.51,86.527,142.335,167.935,1.0,4032645.53,0.0,0,615905.5
20260901-083406,scale-48c,valkey,cluster,48,48,1,48,0-3,0-95,48,20,16,1:1,100,1000000,20,1,2,4314251.71,89880.24,88.063,153.599,182.271,1.0,2159870.56,0.0,0,608316.45
20260901-083406,scale-48c,valkey,cluster,48,48,1,48,0-3,0-95,48,20,1,1:10,1024,1000000,20,1,1,1424884.81,29685.1,10.623,20.223,31.743,1.0,1299298.54,0.0,0,1485177.46
20260901-083406,scale-48c,valkey,cluster,48,48,1,48,0-3,0-95,48,20,1,1:1,1024,1000000,20,1,1,1206785.64,25141.37,12.031,26.623,37.119,1.0,609879.84,0.0,0,1260244.88
20260901-083406,scale-48c,valkey,cluster,48,48,1,48,0-3,0-95,48,20,1,1:10,1024,1000000,20,1,2,1431887.4,29830.99,10.559,19.455,29.439,1.0,1305479.39,0.0,0,1492477.35
20260901-083406,scale-48c,valkey,cluster,48,48,1,48,0-3,0-95,48,20,1,1:1,1024,1000000,20,1,2,1223850.56,25496.89,11.775,26.623,38.143,1.0,618143.81,0.0,0,1278067.47
20260901-083406,scale-48c,valkey,cluster,48,48,1,48,0-3,0-95,48,20,16,1:10,1024,1000000,20,1,1,3656790.89,76183.14,96.767,218.111,245.759,1.0,3327661.76,0.0,0,3811557.6
20260901-083406,scale-48c,valkey,cluster,48,48,1,48,0-3,0-95,48,20,16,1:1,1024,1000000,20,1,1,3593907.64,74873.08,108.543,226.303,270.335,1.0,1799548.89,0.0,0,3753195.07
20260901-083406,scale-48c,valkey,cluster,48,48,1,48,0-3,0-95,48,20,16,1:10,1024,1000000,20,1,2,3542228.81,73796.43,99.839,222.207,278.527,1.0,3222874.22,0.0,0,3692149.5
20260901-083406,scale-48c,valkey,cluster,48,48,1,48,0-3,0-95,48,20,16,1:1,1024,1000000,20,1,2,3626533.69,75552.79,102.911,221.183,270.335,1.0,1816118.8,0.0,0,3787265.96
20260901-083406,sat-scale-4c,redis,cluster-sat,4,4,1,4,0-3,0-95,8,15,16,1:10,100,100000,15,1,1,5194091.55,1298522.89,0.363,0.655,0.775,1.0,4721897.38,0.0,0,701220.89
20260901-083406,sat-scale-4c,redis,cluster-sat,4,4,1,4,0-3,0-95,8,15,16,1:1,100,100000,15,1,1,4790773.87,1197693.47,0.395,0.735,0.847,1.0,2395386.94,0.0,0,656341.38
20260901-083406,sat-scale-4c,redis,cluster-sat,4,4,1,4,0-3,0-95,8,15,16,1:10,1024,100000,15,1,1,2809542.36,702385.59,0.663,1.159,1.319,1.0,2554125.64,0.0,0,2917215.75
20260901-083406,sat-scale-4c,valkey,cluster-sat,4,4,1,4,0-3,0-95,8,15,16,1:10,100,100000,15,1,1,4956608.87,1239152.22,0.395,0.687,0.791,1.0,4506004.62,0.0,0,669160.01
20260901-083406,sat-scale-4c,valkey,cluster-sat,4,4,1,4,0-3,0-95,8,15,16,1:1,100,100000,15,1,1,4809122.98,1202280.75,0.399,0.735,0.847,1.0,2404561.49,0.0,0,658855.23
20260901-083406,sat-scale-4c,valkey,cluster-sat,4,4,1,4,0-3,0-95,8,15,16,1:10,1024,100000,15,1,1,2693597.21,673399.3,0.691,1.167,1.359,1.0,2448720.37,0.0,0,2796827.11
20260901-083406,sat-scale-8c,redis,cluster-sat,8,8,1,8,0-7,0-95,16,15,16,1:10,100,100000,15,1,1,9191907.87,1148988.48,0.419,0.775,0.895,1.0,8356272.78,0.0,0,1245833.41
20260901-083406,sat-scale-8c,redis,cluster-sat,8,8,1,8,0-7,0-95,16,15,16,1:1,100,100000,15,1,1,8686636.22,1085829.53,0.439,0.815,0.927,1.0,4343318.11,0.0,0,1194651.31
20260901-083406,sat-scale-8c,redis,cluster-sat,8,8,1,8,0-7,0-95,16,15,16,1:10,1024,100000,15,1,1,4969883.19,621235.4,0.723,1.439,1.775,1.0,4518067.53,0.0,0,5163157.64
20260901-083406,sat-scale-8c,valkey,cluster-sat,8,8,1,8,0-7,0-95,16,15,16,1:10,100,100000,15,1,1,8787160.98,1098395.12,0.447,0.791,0.895,1.0,7988321.42,0.0,0,1190975.32
20260901-083406,sat-scale-8c,valkey,cluster-sat,8,8,1,8,0-7,0-95,16,15,16,1:1,100,100000,15,1,1,8459697.77,1057462.22,0.467,0.823,0.935,1.0,4229848.87,0.0,0,1163560.6
20260901-083406,sat-scale-8c,valkey,cluster-sat,8,8,1,8,0-7,0-95,16,15,16,1:10,1024,100000,15,1,1,4950635.05,618829.38,0.739,1.439,1.799,1.0,4500569.59,0.0,0,5142938.33
20260901-083406,sat-scale-16c,redis,cluster-sat,16,16,1,16,0-15,0-95,32,15,16,1:10,100,100000,15,1,1,15787730.96,986733.19,0.495,0.935,1.079,1.0,14352467.93,0.0,0,2143964.51
20260901-083406,sat-scale-16c,redis,cluster-sat,16,16,1,16,0-15,0-95,32,15,16,1:1,100,100000,15,1,1,14951124.76,934445.3,0.511,0.959,1.103,1.0,7475562.38,0.0,0,2060301.47
20260901-083406,sat-scale-16c,redis,cluster-sat,16,16,1,16,0-15,0-95,32,15,16,1:10,1024,100000,15,1,1,5489709.55,343106.85,1.271,3.135,21.631,1.0,4990629.38,0.0,0,5704452.93
20260901-083406,sat-scale-16c,valkey,cluster-sat,16,16,1,16,0-15,0-95,32,15,16,1:10,100,100000,15,1,1,15216163.03,951010.19,0.503,0.951,1.079,1.0,13832861.02,0.0,0,2066402.26
20260901-083406,sat-scale-16c,valkey,cluster-sat,16,16,1,16,0-15,0-95,32,15,16,1:1,100,100000,15,1,1,14732864.28,920804.02,0.519,0.983,1.111,1.0,7366432.15,0.0,0,2030352.72
20260901-083406,sat-scale-16c,valkey,cluster-sat,16,16,1,16,0-15,0-95,32,15,16,1:10,1024,100000,15,1,1,5462306.68,341394.17,1.299,3.327,24.703,1.0,4965718.15,0.0,0,5676045.41
20260901-083406,sat-scale-24c,redis,cluster-sat,24,24,1,24,0-23,0-95,48,15,16,1:10,100,100000,15,1,1,22513940.78,938080.87,0.511,1.031,1.215,1.0,20467196.66,0.0,0,3057509.52
20260901-083406,sat-scale-24c,redis,cluster-sat,24,24,1,24,0-23,0-95,48,15,16,1:1,100,100000,15,1,1,21293849.79,887243.74,0.535,1.055,1.279,1.0,10646924.92,0.0,0,2934134.4
20260901-083406,sat-scale-24c,redis,cluster-sat,24,24,1,24,0-23,0-95,48,15,16,1:10,1024,100000,15,1,1,6028041.88,251168.41,2.127,3.151,4.767,1.0,5480013.89,0.0,0,6263869.0
20260901-083406,sat-scale-24c,valkey,cluster-sat,24,24,1,24,0-23,0-95,48,15,16,1:10,100,100000,15,1,1,21682842.09,903451.75,0.535,1.039,1.271,1.0,19711652.53,0.0,0,2944557.96
20260901-083406,sat-scale-24c,valkey,cluster-sat,24,24,1,24,0-23,0-95,48,15,16,1:1,100,100000,15,1,1,21086920.34,878621.68,0.543,1.055,1.223,1.0,10543460.19,0.0,0,2905731.5
20260901-083406,sat-scale-24c,valkey,cluster-sat,24,24,1,24,0-23,0-95,48,15,16,1:10,1024,100000,15,1,1,5889288.7,245387.03,1.919,3.711,23.039,1.0,5353875.56,0.0,0,6119667.83
20260901-083406,sat-scale-48c,redis,cluster-sat,48,48,1,48,0-47,0-95,96,15,16,1:10,100,100000,15,1,1,40576639.07,845346.65,0.559,1.511,4.639,1.0,36887809.61,0.0,0,5524539.18
20260901-083406,sat-scale-48c,redis,cluster-sat,48,48,1,48,0-47,0-95,96,15,16,1:1,100,100000,15,1,1,39585921.77,824706.7,0.575,1.487,3.359,1.0,19792960.9,0.0,0,5468255.37
20260901-083406,sat-scale-48c,redis,cluster-sat,48,48,1,48,0-47,0-95,96,15,16,1:10,1024,100000,15,1,1,7654922.69,159477.56,3.391,7.743,12.415,1.0,6958973.04,0.0,0,7956885.58
20260901-083406,sat-scale-48c,valkey,cluster-sat,48,48,1,48,0-47,0-95,96,15,16,1:10,100,100000,15,1,1,40183221.4,837150.45,0.567,1.319,3.503,1.0,36530157.34,0.0,0,5470677.03
20260901-083406,sat-scale-48c,valkey,cluster-sat,48,48,1,48,0-47,0-95,96,15,16,1:1,100,100000,15,1,1,39444548.25,821761.42,0.571,1.431,4.159,1.0,19722274.12,0.0,0,5449015.19
20260901-083406,sat-scale-48c,valkey,cluster-sat,48,48,1,48,0-47,0-95,96,15,16,1:10,1024,100000,15,1,1,7609925.5,158540.11,3.391,7.295,12.031,1.0,6918066.5,0.0,0,7910084.83
