run_id,note,engine,mode,shards,server_threads,shard_io_threads,cores_used,server_cpus,client_cpus,client_threads,client_conns,pipeline,ratio,data_bytes,key_max,test_time,populate,rep,ops_per_sec,ops_per_core,p50_ms,p99_ms,p999_ms,hit_rate,hits_per_sec,misses_per_sec,conn_errors,kb_per_sec
20260901-083406,scale-16c,dragonfly,single,16,16,1,16,0-3,0-95,48,20,1,mget10,100,1000000,20,1,1,826933.44,51683.34,1.095,2.159,2.799,1.0,8269334.36,0.0,0,2113991.81
20260901-083406,scale-16c,dragonfly,single,16,16,1,16,0-3,0-95,48,20,1,mset10,100,1000000,20,1,1,668023.67,41751.48,1.343,3.247,4.895,,0.0,0.0,0,1707751.28
20260901-083406,scale-16c,dragonfly,single,16,16,1,16,0-3,0-95,48,20,1,1:10,100,1000000,20,1,2,2304994.39,144062.15,0.399,0.783,1.519,1.0,2095426.97,0.0,0,320411.11
20260901-083406,scale-16c,dragonfly,single,16,16,1,16,0-3,0-95,48,20,1,1:1,100,1000000,20,1,2,2295552.55,143472.03,0.399,0.791,1.359,1.0,1147763.83,0.0,0,323683.98
20260901-083406,scale-16c,dragonfly,single,16,16,1,16,0-3,0-95,48,20,1,mget10,100,1000000,20,1,2,826647.14,51665.45,1.095,2.175,2.831,1.0,8266471.42,0.0,0,2113259.89
20260901-083406,scale-16c,dragonfly,single,16,16,1,16,0-3,0-95,48,20,1,mset10,100,1000000,20,1,2,668839.45,41802.47,1.335,3.311,4.991,,0.0,0.0,0,1709836.7
20260901-083406,scale-16c,dragonfly,single,16,16,1,16,0-3,0-95,48,20,16,1:10,100,1000000,20,1,1,6474378.05,404648.63,2.255,4.831,6.111,1.0,5885776.28,0.0,0,899985.52
20260901-083406,scale-16c,dragonfly,single,16,16,1,16,0-3,0-95,48,20,16,1:1,100,1000000,20,1,1,6590319.17,411894.95,2.239,4.607,5.727,1.0,3295153.53,0.0,0,929266.27
20260901-083406,scale-16c,dragonfly,single,16,16,1,16,0-3,0-95,48,20,16,mget10,100,1000000,20,1,1,901446.73,56340.42,16.767,24.191,27.007,1.0,9020721.29,0.0,0,2304479.37
20260901-083406,scale-16c,dragonfly,single,16,16,1,16,0-3,0-95,48,20,16,mset10,100,1000000,20,1,1,702602.36,43912.65,21.631,29.439,36.095,,0.0,0.0,0,1796148.9
20260901-083406,scale-16c,dragonfly,single,16,16,1,16,0-3,0-95,48,20,16,1:10,100,1000000,20,1,2,6467949.29,404246.83,2.255,4.863,6.239,1.0,5879932.47,0.0,0,899091.85
20260901-083406,scale-16c,dragonfly,single,16,16,1,16,0-3,0-95,48,20,16,1:1,100,1000000,20,1,2,6594873.4,412179.59,2.239,4.607,5.727,1.0,3297430.72,0.0,0,929908.45
20260901-083406,scale-16c,dragonfly,single,16,16,1,16,0-3,0-95,48,20,16,mget10,100,1000000,20,1,2,898294.05,56143.38,16.895,24.447,29.183,1.0,8989218.45,0.0,0,2296419.63
20260901-083406,scale-16c,dragonfly,single,16,16,1,16,0-3,0-95,48,20,16,mset10,100,1000000,20,1,2,702679.1,43917.44,21.631,29.439,35.839,,0.0,0.0,0,1796345.06
20260901-083406,scale-16c,dragonfly,single,16,16,1,16,0-3,0-95,48,20,1,1:10,1024,1000000,20,1,1,2014964.78,125935.3,0.447,0.943,1.231,1.0,1831765.06,0.0,0,2100253.55
20260901-083406,scale-16c,dragonfly,single,16,16,1,16,0-3,0-95,48,20,1,1:1,1024,1000000,20,1,1,2043458.46,127716.15,0.439,0.935,1.559,1.0,1021717.41,0.0,0,2134035.13
20260901-083406,scale-16c,dragonfly,single,16,16,1,16,0-3,0-95,48,20,1,mget10,1024,1000000,20,1,1,436807.26,27300.45,2.207,3.023,3.359,1.0,4368072.64,0.0,0,9008201.61
20260901-083406,scale-16c,dragonfly,single,16,16,1,16,0-3,0-95,48,20,1,mset10,1024,1000000,20,1,1,439040.56,27440.03,1.799,3.103,32.127,,0.0,0.0,0,9054258.48
20260901-083406,scale-16c,dragonfly,single,16,16,1,16,0-3,0-95,48,20,1,1:10,1024,1000000,20,1,2,2025150.21,126571.89,0.447,0.951,1.463,1.0,1841023.46,0.0,0,2110870.02
20260901-083406,scale-16c,dragonfly,single,16,16,1,16,0-3,0-95,48,20,1,1:1,1024,1000000,20,1,2,2033635.18,127102.2,0.439,0.943,1.311,1.0,1016805.37,0.0,0,2123776.4
20260901-083406,scale-16c,dragonfly,single,16,16,1,16,0-3,0-95,48,20,1,mget10,1024,1000000,20,1,2,436546.55,27284.16,2.191,2.927,3.279,1.0,4365465.47,0.0,0,9002824.76
20260901-083406,scale-16c,dragonfly,single,16,16,1,16,0-3,0-95,48,20,1,mset10,1024,1000000,20,1,2,439604.95,27475.31,1.887,2.895,31.999,,0.0,0.0,0,9065897.8
20260901-083406,scale-16c,dragonfly,single,16,16,1,16,0-3,0-95,48,20,16,1:10,1024,1000000,20,1,1,3412436.72,213277.3,4.223,9.727,12.415,1.0,3102191.56,0.0,0,3556876.88
20260901-083406,scale-16c,dragonfly,single,16,16,1,16,0-3,0-95,48,20,16,1:1,1024,1000000,20,1,1,3938589.98,246161.87,3.599,9.023,11.775,1.0,1969272.39,0.0,0,4113168.38
20260901-083406,scale-16c,dragonfly,single,16,16,1,16,0-3,0-95,48,20,16,mget10,1024,1000000,20,1,1,439046.34,27440.4,26.751,158.719,393.215,1.0,4397662.02,0.0,0,9054377.64
20260901-083406,scale-16c,dragonfly,single,16,16,1,16,0-3,0-95,48,20,16,mset10,1024,1000000,20,1,1,430563.74,26910.23,13.311,671.743,3309.567,,0.0,0.0,0,8879442.37
20260901-083406,scale-16c,dragonfly,single,16,16,1,16,0-3,0-95,48,20,16,1:10,1024,1000000,20,1,2,3421040.16,213815.01,4.191,9.727,12.543,1.0,3110011.86,0.0,0,3565844.52
20260901-083406,scale-16c,dragonfly,single,16,16,1,16,0-3,0-95,48,20,16,1:1,1024,1000000,20,1,2,3951173.79,246948.36,3.583,9.151,11.839,1.0,1975563.85,0.0,0,4126309.93
20260901-083406,scale-16c,dragonfly,single,16,16,1,16,0-3,0-95,48,20,16,mget10,1024,1000000,20,1,2,439064.46,27441.53,26.367,159.743,397.311,1.0,4397843.27,0.0,0,9054751.84
20260901-083406,scale-16c,dragonfly,single,16,16,1,16,0-3,0-95,48,20,16,mset10,1024,1000000,20,1,2,440617.57,27538.6,12.671,671.743,3309.567,,0.0,0.0,0,9086781.19
20260901-083406,scale-16c,redis,cluster,16,16,1,16,0-3,0-95,48,20,1,1:10,100,1000000,20,1,1,1571369.72,98210.61,3.135,6.527,220.159,1.0,1428493.41,0.0,0,218431.93
20260901-083406,scale-16c,redis,cluster,16,16,1,16,0-3,0-95,48,20,1,1:1,100,1000000,20,1,1,1455926.75,90995.42,3.263,6.911,222.207,1.0,727949.05,0.0,0,205292.76
20260901-083406,scale-16c,redis,cluster,16,16,1,16,0-3,0-95,48,20,1,1:10,100,1000000,20,1,2,1463849.68,91490.6,3.503,6.783,221.183,1.0,1330750.43,0.0,0,203485.88
20260901-083406,scale-16c,redis,cluster,16,16,1,16,0-3,0-95,48,20,1,1:1,100,1000000,20,1,2,1530206.07,95637.88,3.279,6.559,219.135,1.0,765090.86,0.0,0,215766.44
20260901-083406,scale-16c,redis,cluster,16,16,1,16,0-3,0-95,48,20,16,1:10,100,1000000,20,1,1,5012027.57,313251.72,37.119,58.879,93.695,1.0,4556368.46,0.0,0,696708.14
20260901-083406,scale-16c,redis,cluster,16,16,1,16,0-3,0-95,48,20,16,1:1,100,1000000,20,1,1,4939484.28,308717.77,37.887,58.623,67.071,1.0,2469738.94,0.0,0,696490.68
20260901-083406,scale-16c,redis,cluster,16,16,1,16,0-3,0-95,48,20,16,1:10,100,1000000,20,1,2,4934528.17,308408.01,37.887,59.135,61.439,1.0,4485911.02,0.0,0,685935.13
20260901-083406,scale-16c,redis,cluster,16,16,1,16,0-3,0-95,48,20,16,1:1,100,1000000,20,1,2,4724903.07,295306.44,39.679,62.207,65.279,1.0,2362441.84,0.0,0,666233.84
20260901-083406,scale-16c,redis,cluster,16,16,1,16,0-3,0-95,48,20,1,1:10,1024,1000000,20,1,1,1428628.49,89289.28,3.823,7.519,220.159,1.0,1298729.83,0.0,0,1489099.01
20260901-083406,scale-16c,redis,cluster,16,16,1,16,0-3,0-95,48,20,1,1:1,1024,1000000,20,1,1,1470012.45,91875.78,3.583,7.167,222.207,1.0,734992.03,0.0,0,1535170.95
20260901-083406,scale-16c,redis,cluster,16,16,1,16,0-3,0-95,48,20,1,1:10,1024,1000000,20,1,2,1426192.08,89137.01,3.759,7.327,220.159,1.0,1296516.05,0.0,0,1486559.49
20260901-083406,scale-16c,redis,cluster,16,16,1,16,0-3,0-95,48,20,1,1:1,1024,1000000,20,1,2,1452364.53,90772.78,3.583,7.327,222.207,1.0,726170.29,0.0,0,1516740.79
20260901-083406,scale-16c,redis,cluster,16,16,1,16,0-3,0-95,48,20,16,1:10,1024,1000000,20,1,1,3888583.8,243036.49,46.335,82.943,86.527,1.0,3535002.23,0.0,0,4053178.35
20260901-083406,scale-16c,redis,cluster,16,16,1,16,0-3,0-95,48,20,16,1:1,1024,1000000,20,1,1,4148525.45,259282.84,41.983,81.919,97.791,1.0,2074082.69,0.0,0,4332409.87
20260901-083406,scale-16c,redis,cluster,16,16,1,16,0-3,0-95,48,20,16,1:10,1024,1000000,20,1,2,3712167.75,232010.48,48.127,89.599,94.207,1.0,3374615.44,0.0,0,3869295.01
20260901-083406,scale-16c,redis,cluster,16,16,1,16,0-3,0-95,48,20,16,1:1,1024,1000000,20,1,2,4201397.73,262587.36,41.215,81.919,95.231,1.0,2100513.92,0.0,0,4387625.77
20260901-083406,scale-16c,valkey,cluster,16,16,1,16,0-3,0-95,48,20,1,1:10,100,1000000,20,1,1,1515751.96,94734.5,3.183,6.879,222.207,1.0,1377933.37,0.0,0,210700.69
20260901-083406,scale-16c,valkey,cluster,16,16,1,16,0-3,0-95,48,20,1,1:1,100,1000000,20,1,1,1519177.2,94948.57,3.343,6.591,221.183,1.0,759576.66,0.0,0,214211.32
20260901-083406,scale-16c,valkey,cluster,16,16,1,16,0-3,0-95,48,20,1,1:10,100,1000000,20,1,2,1465324.53,91582.78,3.471,6.911,222.207,1.0,1332091.42,0.0,0,203690.89
20260901-083406,scale-16c,valkey,cluster,16,16,1,16,0-3,0-95,48,20,1,1:1,100,1000000,20,1,2,1491827.89,93239.24,3.231,6.655,223.231,1.0,745900.87,0.0,0,210354.95
20260901-083406,scale-16c,valkey,cluster,16,16,1,16,0-3,0-95,48,20,16,1:10,100,1000000,20,1,1,4875568.36,304723.02,38.143,61.183,70.143,1.0,4432311.72,0.0,0,677739.41
20260901-083406,scale-16c,valkey,cluster,16,16,1,16,0-3,0-95,48,20,16,1:1,100,1000000,20,1,1,4755129.18,297195.57,39.423,62.207,72.191,1.0,2377555.19,0.0,0,670495.85
20260901-083406,scale-16c,valkey,cluster,16,16,1,16,0-3,0-95,48,20,16,1:10,100,1000000,20,1,2,4834391.14,302149.45,38.399,61.439,62.975,1.0,4394874.84,0.0,0,672015.41
20260901-083406,scale-16c,valkey,cluster,16,16,1,16,0-3,0-95,48,20,16,1:1,100,1000000,20,1,2,4955606.01,309725.38,37.887,59.391,61.951,1.0,2477799.28,0.0,0,698763.97
20260901-083406,scale-16c,valkey,cluster,16,16,1,16,0-3,0-95,48,20,1,1:10,1024,1000000,20,1,1,1470924.82,91932.8,3.519,7.039,219.135,1.0,1337183.73,0.0,0,1533185.61
20260901-083406,scale-16c,valkey,cluster,16,16,1,16,0-3,0-95,48,20,1,1:1,1024,1000000,20,1,1,1353563.46,84597.72,3.791,7.743,224.255,1.0,676769.79,0.0,0,1413560.36
20260901-083406,scale-16c,valkey,cluster,16,16,1,16,0-3,0-95,48,20,1,1:10,1024,1000000,20,1,2,1509037.95,94314.87,3.503,6.943,219.135,1.0,1371830.77,0.0,0,1572912.01
20260901-083406,scale-16c,valkey,cluster,16,16,1,16,0-3,0-95,48,20,1,1:1,1024,1000000,20,1,2,1434820.05,89676.25,3.647,7.167,224.255,1.0,717398.68,0.0,0,1498418.65
20260901-083406,scale-16c,valkey,cluster,16,16,1,16,0-3,0-95,48,20,16,1:10,1024,1000000,20,1,1,3961857.48,247616.09,45.311,80.383,98.303,1.0,3601608.66,0.0,0,4129553.49
20260901-083406,scale-16c,valkey,cluster,16,16,1,16,0-3,0-95,48,20,16,1:1,1024,1000000,20,1,1,4118095.33,257380.96,41.983,83.967,98.815,1.0,2058862.48,0.0,0,4300631.04
20260901-083406,scale-16c,valkey,cluster,16,16,1,16,0-3,0-95,48,20,16,1:10,1024,1000000,20,1,2,3915276.09,244704.76,45.823,82.431,91.647,1.0,3559266.53,0.0,0,4081000.41
20260901-083406,scale-16c,valkey,cluster,16,16,1,16,0-3,0-95,48,20,16,1:1,1024,1000000,20,1,2,4148594.5,259287.16,41.727,81.919,98.303,1.0,2074120.9,0.0,0,4332482.0
20260901-083406,scale-24c,dragonfly,single,24,24,1,24,0-3,0-95,48,20,1,1:10,100,1000000,20,1,1,2789306.59,116221.11,0.335,0.583,0.775,1.0,2535712.47,0.0,0,387733.96
20260901-083406,scale-24c,dragonfly,single,24,24,1,24,0-3,0-95,48,20,1,1:1,100,1000000,20,1,1,2728733.58,113697.23,0.335,0.599,0.727,1.0,1364354.37,0.0,0,384764.57
20260901-083406,scale-24c,dragonfly,single,24,24,1,24,0-3,0-95,48,20,1,mget10,100,1000000,20,1,1,1159645.25,48318.55,0.759,1.583,1.919,1.0,11596452.51,0.0,0,2964543.98
20260901-083406,scale-24c,dragonfly,single,24,24,1,24,0-3,0-95,48,20,1,mset10,100,1000000,20,1,1,987244.5,41135.19,0.911,2.159,3.439,,0.0,0.0,0,2523814.48
20260901-083406,scale-24c,dragonfly,single,24,24,1,24,0-3,0-95,48,20,1,1:10,100,1000000,20,1,2,2749380.6,114557.53,0.335,0.615,0.743,1.0,2499414.64,0.0,0,382184.01
20260901-083406,scale-24c,dragonfly,single,24,24,1,24,0-3,0-95,48,20,1,1:1,100,1000000,20,1,2,2685621.56,111900.9,0.343,0.655,0.815,1.0,1342798.78,0.0,0,378685.5
20260901-083406,scale-24c,dragonfly,single,24,24,1,24,0-3,0-95,48,20,1,mget10,100,1000000,20,1,2,1155618.1,48150.75,0.767,1.583,1.895,1.0,11556181.01,0.0,0,2954248.77
20260901-083406,scale-24c,dragonfly,single,24,24,1,24,0-3,0-95,48,20,1,mset10,100,1000000,20,1,2,986603.44,41108.48,0.903,2.159,3.455,,0.0,0.0,0,2522176.0
20260901-083406,scale-24c,dragonfly,single,24,24,1,24,0-3,0-95,48,20,16,1:10,100,1000000,20,1,1,9054062.53,377252.61,1.591,3.519,4.511,1.0,8230943.74,0.0,0,1258580.43
20260901-083406,scale-24c,dragonfly,single,24,24,1,24,0-3,0-95,48,20,16,1:1,100,1000000,20,1,1,9191268.05,382969.5,1.583,3.327,4.127,1.0,4595628.07,0.0,0,1296012.59
20260901-083406,scale-24c,dragonfly,single,24,24,1,24,0-3,0-95,48,20,16,mget10,100,1000000,20,1,1,1330783.25,55449.3,11.007,17.663,19.583,1.0,13314089.05,0.0,0,3402045.34
20260901-083406,scale-24c,dragonfly,single,24,24,1,24,0-3,0-95,48,20,16,mset10,100,1000000,20,1,1,1052212.71,43842.2,14.399,19.967,23.807,,0.0,0.0,0,2689901.08
20260901-083406,scale-24c,dragonfly,single,24,24,1,24,0-3,0-95,48,20,16,1:10,100,1000000,20,1,2,9040835.09,376701.46,1.599,3.487,4.479,1.0,8218918.6,0.0,0,1256741.54
20260901-083406,scale-24c,dragonfly,single,24,24,1,24,0-3,0-95,48,20,16,1:1,100,1000000,20,1,2,9182818.24,382617.43,1.591,3.311,4.127,1.0,4591403.1,0.0,0,1294821.07
20260901-083406,scale-24c,dragonfly,single,24,24,1,24,0-3,0-95,48,20,16,mget10,100,1000000,20,1,2,1323996.62,55166.53,11.071,17.919,20.607,1.0,13246215.5,0.0,0,3384696.14
20260901-083406,scale-24c,dragonfly,single,24,24,1,24,0-3,0-95,48,20,16,mset10,100,1000000,20,1,2,1052474.03,43853.08,14.399,19.967,23.935,,0.0,0.0,0,2690569.16
20260901-083406,scale-24c,dragonfly,single,24,24,1,24,0-3,0-95,48,20,1,1:10,1024,1000000,20,1,1,2707513.52,112813.06,0.335,0.695,0.847,1.0,2461354.89,0.0,0,2822116.11
20260901-083406,scale-24c,dragonfly,single,24,24,1,24,0-3,0-95,48,20,1,1:1,1024,1000000,20,1,1,2676103.46,111504.31,0.335,0.703,0.847,1.0,1338039.83,0.0,0,2794722.07
20260901-083406,scale-24c,dragonfly,single,24,24,1,24,0-3,0-95,48,20,1,mget10,1024,1000000,20,1,1,436734.43,18197.27,2.191,2.975,3.311,1.0,4367344.33,0.0,0,9006699.59
20260901-083406,scale-24c,dragonfly,single,24,24,1,24,0-3,0-95,48,20,1,mset10,1024,1000000,20,1,1,438631.44,18276.31,1.703,2.463,33.535,,0.0,0.0,0,9045821.36
20260901-083406,scale-24c,dragonfly,single,24,24,1,24,0-3,0-95,48,20,1,1:10,1024,1000000,20,1,2,2740585.46,114191.06,0.319,0.759,0.927,1.0,2491419.79,0.0,0,2856587.91
20260901-083406,scale-24c,dragonfly,single,24,24,1,24,0-3,0-95,48,20,1,1:1,1024,1000000,20,1,2,2703017.11,112625.71,0.335,0.695,0.847,1.0,1351496.43,0.0,0,2822828.66
20260901-083406,scale-24c,dragonfly,single,24,24,1,24,0-3,0-95,48,20,1,mget10,1024,1000000,20,1,2,436931.11,18205.46,2.191,2.943,3.311,1.0,4369311.09,0.0,0,9010755.7
20260901-083406,scale-24c,dragonfly,single,24,24,1,24,0-3,0-95,48,20,1,mset10,1024,1000000,20,1,2,439558.77,18314.95,1.671,2.687,33.535,,0.0,0.0,0,9064945.5
20260901-083406,scale-24c,dragonfly,single,24,24,1,24,0-3,0-95,48,20,16,1:10,1024,1000000,20,1,1,4779830.0,199159.58,2.943,8.383,11.455,1.0,4345276.34,0.0,0,4982148.63
20260901-083406,scale-24c,dragonfly,single,24,24,1,24,0-3,0-95,48,20,16,1:1,1024,1000000,20,1,1,5747064.49,239461.02,2.383,6.879,9.279,1.0,2873508.85,0.0,0,6001803.64
20260901-083406,scale-24c,dragonfly,single,24,24,1,24,0-3,0-95,48,20,16,mget10,1024,1000000,20,1,1,439258.75,18302.45,25.727,180.223,468.991,1.0,4399785.87,0.0,0,9058758.32
20260901-083406,scale-24c,dragonfly,single,24,24,1,24,0-3,0-95,48,20,16,mset10,1024,1000000,20,1,1,424410.66,17683.78,12.351,671.743,3325.951,,0.0,0.0,0,8752548.82
20260901-083406,scale-24c,dragonfly,single,24,24,1,24,0-3,0-95,48,20,16,1:10,1024,1000000,20,1,2,4777655.03,199068.96,2.895,8.895,12.671,1.0,4343298.55,0.0,0,4979881.68
20260901-083406,scale-24c,dragonfly,single,24,24,1,24,0-3,0-95,48,20,16,1:1,1024,1000000,20,1,2,5719942.5,238330.94,2.415,6.559,8.639,1.0,2859948.25,0.0,0,5973479.49
20260901-083406,scale-24c,dragonfly,single,24,24,1,24,0-3,0-95,48,20,16,mget10,1024,1000000,20,1,2,439416.15,18309.01,25.727,180.223,440.319,1.0,4401360.01,0.0,0,9062004.23
20260901-083406,scale-24c,dragonfly,single,24,24,1,24,0-3,0-95,48,20,16,mset10,1024,1000000,20,1,2,439085.13,18295.21,12.287,671.743,3325.951,,0.0,0.0,0,9055177.82
20260901-083406,scale-24c,redis,cluster,24,24,1,24,0-3,0-95,48,20,1,1:10,100,1000000,20,1,1,1468310.96,61179.62,2.911,8.319,235.519,1.0,1334805.01,0.0,0,204106.04
20260901-083406,scale-24c,redis,cluster,24,24,1,24,0-3,0-95,48,20,1,1:1,100,1000000,20,1,1,1524739.04,63530.79,3.055,8.255,231.423,1.0,762357.2,0.0,0,214995.57
20260901-083406,scale-24c,redis,cluster,24,24,1,24,0-3,0-95,48,20,1,1:10,100,1000000,20,1,2,1455485.11,60645.21,2.911,7.391,235.519,1.0,1323145.98,0.0,0,202323.14
20260901-083406,scale-24c,redis,cluster,24,24,1,24,0-3,0-95,48,20,1,1:1,100,1000000,20,1,2,1470450.75,61268.78,2.799,8.127,234.495,1.0,735215.88,0.0,0,207340.64
20260901-083406,scale-24c,redis,cluster,24,24,1,24,0-3,0-95,48,20,16,1:10,100,1000000,20,1,1,4816916.5,200704.85,58.367,83.455,86.527,1.0,4378993.31,0.0,0,669586.3
20260901-083406,scale-24c,redis,cluster,24,24,1,24,0-3,0-95,48,20,16,1:1,100,1000000,20,1,1,4910801.73,204616.74,57.343,81.919,90.111,1.0,2455398.79,0.0,0,692446.27
20260901-083406,scale-24c,redis,cluster,24,24,1,24,0-3,0-95,48,20,16,1:10,100,1000000,20,1,2,4809026.86,200376.12,58.367,84.991,102.911,1.0,4371819.17,0.0,0,668489.63
20260901-083406,scale-24c,redis,cluster,24,24,1,24,0-3,0-95,48,20,16,1:1,100,1000000,20,1,2,4807608.38,200317.02,58.623,85.503,88.575,1.0,2403794.32,0.0,0,677895.65
20260901-083406,scale-24c,redis,cluster,24,24,1,24,0-3,0-95,48,20,1,1:10,1024,1000000,20,1,1,1433803.81,59741.83,3.215,8.767,235.519,1.0,1303434.9,0.0,0,1494493.36
20260901-083406,scale-24c,redis,cluster,24,24,1,24,0-3,0-95,48,20,1,1:1,1024,1000000,20,1,1,1427603.18,59483.47,3.519,11.199,234.495,1.0,713792.37,0.0,0,1490881.89
20260901-083406,scale-24c,redis,cluster,24,24,1,24,0-3,0-95,48,20,1,1:10,1024,1000000,20,1,2,1458956.62,60789.86,3.487,9.471,231.423,1.0,1326304.19,0.0,0,1520710.87
20260901-083406,scale-24c,redis,cluster,24,24,1,24,0-3,0-95,48,20,1,1:1,1024,1000000,20,1,2,1359679.79,56653.32,3.295,9.535,235.519,1.0,679826.58,0.0,0,1419947.8
20260901-083406,scale-24c,redis,cluster,24,24,1,24,0-3,0-95,48,20,16,1:10,1024,1000000,20,1,1,3687554.33,153648.1,72.703,134.143,137.215,1.0,3352219.06,0.0,0,3843639.97
20260901-083406,scale-24c,redis,cluster,24,24,1,24,0-3,0-95,48,20,16,1:1,1024,1000000,20,1,1,4136774.19,172365.59,62.975,122.879,149.503,1.0,2068116.0,0.0,0,4320138.31
20260901-083406,scale-24c,redis,cluster,24,24,1,24,0-3,0-95,48,20,16,1:10,1024,1000000,20,1,2,3700236.88,154176.54,72.703,128.511,131.071,1.0,3363744.19,0.0,0,3856859.26
20260901-083406,scale-24c,redis,cluster,24,24,1,24,0-3,0-95,48,20,16,1:1,1024,1000000,20,1,2,4075008.64,169792.03,63.487,124.927,148.479,1.0,2037234.57,0.0,0,4255634.95
20260901-083406,scale-24c,valkey,cluster,24,24,1,24,0-3,0-95,48,20,1,1:10,100,1000000,20,1,1,1559385.64,64974.4,2.751,8.095,233.471,1.0,1417602.9,0.0,0,216766.06
20260901-083406,scale-24c,valkey,cluster,24,24,1,24,0-3,0-95,48,20,1,1:1,100,1000000,20,1,1,1491557.27,62148.22,2.959,8.383,233.471,1.0,745769.1,0.0,0,210316.77
20260901-083406,scale-24c,valkey,cluster,24,24,1,24,0-3,0-95,48,20,1,1:10,100,1000000,20,1,2,1401825.09,58409.38,2.975,7.935,234.495,1.0,1274363.35,0.0,0,194863.98
20260901-083406,scale-24c,valkey,cluster,24,24,1,24,0-3,0-95,48,20,1,1:1,100,1000000,20,1,2,1418037.67,59084.9,2.767,8.447,234.495,1.0,709001.42,0.0,0,199950.19
20260901-083406,scale-24c,valkey,cluster,24,24,1,24,0-3,0-95,48,20,16,1:10,100,1000000,20,1,1,4711384.13,196307.67,59.647,85.503,87.551,1.0,4283055.01,0.0,0,654916.52
20260901-083406,scale-24c,valkey,cluster,24,24,1,24,0-3,0-95,48,20,16,1:1,100,1000000,20,1,1,4622133.43,192588.89,60.927,87.039,91.647,1.0,2311056.54,0.0,0,651742.77
20260901-083406,scale-24c,valkey,cluster,24,24,1,24,0-3,0-95,48,20,16,1:10,100,1000000,20,1,2,4871736.71,202989.03,57.599,81.919,84.479,1.0,4428833.44,0.0,0,677206.78
20260901-083406,scale-24c,valkey,cluster,24,24,1,24,0-3,0-95,48,20,16,1:1,100,1000000,20,1,2,4841176.08,201715.67,58.367,84.991,89.087,1.0,2420573.59,0.0,0,682628.81
20260901-083406,scale-24c,valkey,cluster,24,24,1,24,0-3,0-95,48,20,1,1:10,1024,1000000,20,1,1,1430706.9,59612.79,3.679,10.751,234.495,1.0,1300621.94,0.0,0,1491265.43
20260901-083406,scale-24c,valkey,cluster,24,24,1,24,0-3,0-95,48,20,1,1:1,1024,1000000,20,1,1,1402541.97,58439.25,3.183,9.343,236.543,1.0,701259.51,0.0,0,1464709.84
20260901-083406,scale-24c,valkey,cluster,24,24,1,24,0-3,0-95,48,20,1,1:10,1024,1000000,20,1,2,1431411.74,59642.16,3.551,9.727,232.447,1.0,1301263.23,0.0,0,1492000.04
20260901-083406,scale-24c,valkey,cluster,24,24,1,24,0-3,0-95,48,20,1,1:1,1024,1000000,20,1,2,1317751.11,54906.3,3.455,10.751,237.567,1.0,658862.2,0.0,0,1376160.65
20260901-083406,scale-24c,valkey,cluster,24,24,1,24,0-3,0-95,48,20,16,1:10,1024,1000000,20,1,1,3839726.57,159988.61,70.143,121.855,125.951,1.0,3490547.17,0.0,0,4002253.28
20260901-083406,scale-24c,valkey,cluster,24,24,1,24,0-3,0-95,48,20,16,1:1,1024,1000000,20,1,1,4133166.62,172215.28,62.719,122.367,146.431,1.0,2066305.05,0.0,0,4316370.8
20260901-083406,scale-24c,valkey,cluster,24,24,1,24,0-3,0-95,48,20,16,1:10,1024,1000000,20,1,2,3838243.55,159926.81,70.143,122.367,124.927,1.0,3489205.27,0.0,0,4000707.47
20260901-083406,scale-24c,valkey,cluster,24,24,1,24,0-3,0-95,48,20,16,1:1,1024,1000000,20,1,2,4072026.97,169667.79,63.487,124.415,148.479,1.0,2035729.88,0.0,0,4252521.14
20260901-083406,scale-48c,dragonfly,single,48,48,1,48,0-3,0-95,48,20,1,1:10,100,1000000,20,1,1,2786322.96,58048.39,0.343,0.543,0.719,1.0,2532999.31,0.0,0,387319.24
20260901-083406,scale-48c,dragonfly,single,48,48,1,48,0-3,0-95,48,20,1,1:1,100,1000000,20,1,1,2720057.18,56667.86,0.351,0.559,0.695,1.0,1360016.64,0.0,0,383541.1
20260901-083406,scale-48c,dragonfly,single,48,48,1,48,0-3,0-95,48,20,1,mget10,100,1000000,20,1,1,1843187.61,38399.74,0.471,1.399,2.063,1.0,18431876.1,0.0,0,4711967.7
20260901-083406,scale-48c,dragonfly,single,48,48,1,48,0-3,0-95,48,20,1,mset10,100,1000000,20,1,1,1073939.47,22373.74,0.583,9.023,19.839,,0.0,0.0,0,2745443.65
20260901-083406,scale-48c,dragonfly,single,48,48,1,48,0-3,0-95,48,20,1,1:10,100,1000000,20,1,2,2750861.54,57309.62,0.343,0.551,0.695,1.0,2500760.77,0.0,0,382389.79
20260901-083406,scale-48c,dragonfly,single,48,48,1,48,0-3,0-95,48,20,1,1:1,100,1000000,20,1,2,2779849.34,57913.53,0.343,0.551,0.679,1.0,1389911.95,0.0,0,391972.12
20260901-083406,scale-48c,dragonfly,single,48,48,1,48,0-3,0-95,48,20,1,mget10,100,1000000,20,1,2,1841501.83,38364.62,0.471,1.423,2.863,1.0,18415018.26,0.0,0,4707657.98
20260901-083406,scale-48c,dragonfly,single,48,48,1,48,0-3,0-95,48,20,1,mset10,100,1000000,20,1,2,1069321.5,22277.53,0.575,9.023,19.839,,0.0,0.0,0,2733638.28
